atc_A	atc_class_name_A	atc_B	atc_class_name_B	atleast_exposure_count	exact_exposure_count	fraction_exact	fraction_allwindows	observe_per_expect_N1
D03	Preparations for treatment of wounds and ulcers	N07	Other nervous system drugs	3713	<100	 	0	3.467
D01	Antifungals for dermatological use	G02	Other gynecologicals	3688	111	0.0301	0	2.078
N07	Other nervous system drugs	R02	Throat preparations	3683	<100	 	0	0.401
B05	Blood substitutes and perfusion solutions	V03	All other therapeutic products	3658	<100	 	0	17.561
A14	Anabolic agents for systemic use	R03	Drugs for obstructive airway diseases	3627	166	0.0458	0	0.975
A04	Antiemetics and antinauseants	D08	Antiseptics and disinfectants	3622	<100	 	0	1.481
J04	Antimycobacterials	N01	Anesthetics	3622	<100	 	0	2.418
G02	Other gynecologicals	H02	Corticosteroids for systemic use	3620	<100	 	0	0.711
B03	Antianemic preparations	P01	Antiprotozoals	3612	<100	 	0	2.458
A09	Digestives, including enzymes	D06	Antibiotics and chemotherapeutics for dermatological use	3610	<100	 	0	1.215
D03	Preparations for treatment of wounds and ulcers	V03	All other therapeutic products	3586	<100	 	0	8.081
A11	Vitamins	B02	Antihemorrhagics	3560	590	0.1657	0	2.129
A16	Other alimentary tract and metabolism products	P01	Antiprotozoals	3559	185	0.052	0	1.276
A01	Stomatological preparations	P02	Anthelmintics	3556	708	0.1991	0	1.105
B02	Antihemorrhagics	G01	Gynecological antiinfectives and antiseptics	3555	345	0.097	0	1.2
J04	Antimycobacterials	L03	Immunostimulants	3541	161	0.0455	0	0.962
A16	Other alimentary tract and metabolism products	H01	Pituitary and hypothalamic hormones and analogues	3512	543	0.1546	0	12.492
J02	Antimycotics for systemic use	P02	Anthelmintics	3512	470	0.1338	0	2.546
D03	Preparations for treatment of wounds and ulcers	M02	Topical products for joint and muscular pain	3496	<100	 	0	1.751
B03	Antianemic preparations	J05	Antivirals for systemic use	3476	<100	 	0	1.437
C03	Diuretics	J06	Immune sera and immunoglobulins	3475	704	0.2026	0	0.281
A16	Other alimentary tract and metabolism products	G01	Gynecological antiinfectives and antiseptics	3446	146	0.0424	0	0.872
B03	Antianemic preparations	M03	Muscle relaxants	3422	<100	 	0	0.967
B06	Other hematological agents	M04	Antigout preparations	3374	<100	 	0	3.108
C03	Diuretics	G02	Other gynecologicals	3366	<100	 	0	0.124
A14	Anabolic agents for systemic use	R01	Nasal preparations	3362	<100	 	0	1.124
A06	Drugs for constipation	A16	Other alimentary tract and metabolism products	3327	123	0.037	0	2.809
D04	Antipruritics, including antihistamines, anesthetics, etc.	M05	Drugs for treatment of bone diseases	3286	<100	 	0	0.478
D04	Antipruritics, including antihistamines, anesthetics, etc.	D10	Anti-acne preparations	3278	<100	 	0	0.652
A16	Other alimentary tract and metabolism products	D01	Antifungals for dermatological use	3262	265	0.0812	0	1.225
D07	Corticosteroids, dermatological preparations	G02	Other gynecologicals	3255	<100	 	0	0.652
A14	Anabolic agents for systemic use	H03	Thyroid therapy	3244	111	0.0342	0	0.809
B06	Other hematological agents	G01	Gynecological antiinfectives and antiseptics	3218	<100	 	0	2.711
A09	Digestives, including enzymes	V03	All other therapeutic products	3205	<100	 	0	5.519
C10	Lipid modifying agents	G02	Other gynecologicals	3192	<100	 	0	0.084
D09	Medicated dressings	H01	Pituitary and hypothalamic hormones and analogues	3184	245	0.0769	0	0.546
G01	Gynecological antiinfectives and antiseptics	G02	Other gynecologicals	3162	154	0.0487	0	1.2
D04	Antipruritics, including antihistamines, anesthetics, etc.	R02	Throat preparations	3154	<100	 	0	8.025
H01	Pituitary and hypothalamic hormones and analogues	H05	Calcium homeostasis	3142	103	0.0328	0	0.894
L02	Endocrine therapy	P03	Ectoparasiticides, including scabicides, insecticides and repellents	3141	194	0.0618	0	0.452
A01	Stomatological preparations	C04	Peripheral vasodilators	3120	126	0.0404	0	0.5
D08	Antiseptics and disinfectants	J02	Antimycotics for systemic use	3102	<100	 	0	2.136
B03	Antianemic preparations	M01	Anti-inflammatory and antirheumatic products	3085	117	0.0379	0	0.492
D03	Preparations for treatment of wounds and ulcers	H05	Calcium homeostasis	3077	<100	 	0	8.31
A09	Digestives, including enzymes	D11	Other dermatological preparations	3065	<100	 	0	1.924
D05	Antipsoriatics	H04	Pancreatic hormones	3055	<100	 	0	2.698
B06	Other hematological agents	M01	Anti-inflammatory and antirheumatic products	3044	<100	 	0	0.853
B03	Antianemic preparations	G01	Gynecological antiinfectives and antiseptics	3042	<100	 	0	1.46
A16	Other alimentary tract and metabolism products	N07	Other nervous system drugs	3008	<100	 	0	2.599
B05	Blood substitutes and perfusion solutions	M03	Muscle relaxants	3006	<100	 	0	1.03
B02	Antihemorrhagics	G04	Urologicals	3001	238	0.0793	0	0.364
B03	Antianemic preparations	N04	Anti-parkinson drugs	2985	<100	 	0	1.926
A10	Drugs used in diabetes	G02	Other gynecologicals	2983	143	0.0479	0	0.132
H01	Pituitary and hypothalamic hormones and analogues	V03	All other therapeutic products	2978	174	0.0584	0	0.707
B03	Antianemic preparations	L03	Immunostimulants	2955	159	0.0538	0	13.805
G02	Other gynecologicals	S02	Otologicals	2942	268	0.0911	0	1.025
D08	Antiseptics and disinfectants	N07	Other nervous system drugs	2920	<100	 	0	1.392
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	B02	Antihemorrhagics	2855	129	0.0452	0	0.678
C01	Cardiac therapy	D04	Antipruritics, including antihistamines, anesthetics, etc.	2828	<100	 	0	0.36
C08	Calcium channel blockers	G02	Other gynecologicals	2787	<100	 	0	0.203
C05	Vasoprotectives	D03	Preparations for treatment of wounds and ulcers	2770	<100	 	0	3.302
J06	Immune sera and immunoglobulins	S02	Otologicals	2733	250	0.0915	0	2.097
A04	Antiemetics and antinauseants	B03	Antianemic preparations	2731	<100	 	0	3.84
B06	Other hematological agents	D03	Preparations for treatment of wounds and ulcers	2725	<100	 	0	306.553
B06	Other hematological agents	D06	Antibiotics and chemotherapeutics for dermatological use	2709	<100	 	0	3.676
A16	Other alimentary tract and metabolism products	D06	Antibiotics and chemotherapeutics for dermatological use	2682	<100	 	0	1.093
L01	Antineoplastic agents	P02	Anthelmintics	2678	223	0.0833	0	0.454
B06	Other hematological agents	M05	Drugs for treatment of bone diseases	2673	<100	 	0	2.005
A08	Antiobesity preparations, excluding diet products	L03	Immunostimulants	2665	259	0.0972	0	0.499
A05	Bile and liver therapy	H01	Pituitary and hypothalamic hormones and analogues	2659	<100	 	0	1.587
A16	Other alimentary tract and metabolism products	M05	Drugs for treatment of bone diseases	2657	183	0.0689	0	0.598
B06	Other hematological agents	C02	Antihypertensives	2636	<100	 	0	4.142
A11	Vitamins	A16	Other alimentary tract and metabolism products	2624	139	0.053	0	1.176
C01	Cardiac therapy	P02	Anthelmintics	2595	<100	 	0	0.298
H04	Pancreatic hormones	H05	Calcium homeostasis	2595	<100	 	0	3.449
A10	Drugs used in diabetes	A14	Anabolic agents for systemic use	2584	<100	 	0	0.429
A14	Anabolic agents for systemic use	R06	Antihistamines for systemic use	2579	<100	 	0	1.377
J06	Immune sera and immunoglobulins	R01	Nasal preparations	2565	432	0.1684	0	0.503
B02	Antihemorrhagics	S02	Otologicals	2554	243	0.0951	0	0.792
D08	Antiseptics and disinfectants	L02	Endocrine therapy	2530	<100	 	0	1.014
A12	Mineral supplements	L03	Immunostimulants	2527	<100	 	0	0.914
H04	Pancreatic hormones	M02	Topical products for joint and muscular pain	2523	<100	 	0	0.622
C09	Agents acting on the renin-angiotensin system	G02	Other gynecologicals	2509	<100	 	0	0.075
A12	Mineral supplements	H01	Pituitary and hypothalamic hormones and analogues	2502	<100	 	0	1.307
B03	Antianemic preparations	D06	Antibiotics and chemotherapeutics for dermatological use	2486	<100	 	0	1.922
C04	Peripheral vasodilators	D09	Medicated dressings	2481	<100	 	0	1.119
A14	Anabolic agents for systemic use	C08	Calcium channel blockers	2480	<100	 	0	0.679
C04	Peripheral vasodilators	N01	Anesthetics	2473	<100	 	0	4.48
D08	Antiseptics and disinfectants	H05	Calcium homeostasis	2466	100	0.0406	0	3.402
A14	Anabolic agents for systemic use	H01	Pituitary and hypothalamic hormones and analogues	2461	341	0.1386	0	49.269
L04	Immunosuppressants	P02	Anthelmintics	2457	174	0.0708	0	0.39
A08	Antiobesity preparations, excluding diet products	J04	Antimycobacterials	2453	160	0.0652	0	0.643
A05	Bile and liver therapy	C04	Peripheral vasodilators	2443	<100	 	0	3.834
A01	Stomatological preparations	A16	Other alimentary tract and metabolism products	2439	248	0.1017	0	1.305
D04	Antipruritics, including antihistamines, anesthetics, etc.	M02	Topical products for joint and muscular pain	2422	<100	 	0	0.725
A05	Bile and liver therapy	N01	Anesthetics	2413	<100	 	0	2.451
H04	Pancreatic hormones	V03	All other therapeutic products	2413	<100	 	0	2.676
H04	Pancreatic hormones	N07	Other nervous system drugs	2405	<100	 	0	1.105
A06	Drugs for constipation	B03	Antianemic preparations	2399	<100	 	0	3.843
A09	Digestives, including enzymes	M02	Topical products for joint and muscular pain	2388	<100	 	0	0.914
D05	Antipsoriatics	D08	Antiseptics and disinfectants	2364	<100	 	0	2.167
A09	Digestives, including enzymes	C05	Vasoprotectives	2362	<100	 	0	2.152
L02	Endocrine therapy	R02	Throat preparations	2354	<100	 	0	0.216
A04	Antiemetics and antinauseants	P02	Anthelmintics	2350	339	0.1443	0	1.012
A09	Digestives, including enzymes	D10	Anti-acne preparations	2344	<100	 	0	0.596
D04	Antipruritics, including antihistamines, anesthetics, etc.	N04	Anti-parkinson drugs	2311	<100	 	0	0.507
A08	Antiobesity preparations, excluding diet products	A12	Mineral supplements	2308	116	0.0503	0	0.806
C04	Peripheral vasodilators	D03	Preparations for treatment of wounds and ulcers	2305	<100	 	0	23.298
J01	Antibacterials for systemic use	R07	Other respiratory system products	2301	195	0.0847	0	3.207
A08	Antiobesity preparations, excluding diet products	N01	Anesthetics	2294	<100	 	0	1.056
B06	Other hematological agents	L01	Antineoplastic agents	2269	<100	 	0	2.207
G02	Other gynecologicals	S01	Ophthalmologicals	2247	<100	 	0	0.413
D11	Other dermatological preparations	R02	Throat preparations	2231	<100	 	0	0.214
P03	Ectoparasiticides, including scabicides, insecticides and repellents	V03	All other therapeutic products	2222	<100	 	0	0.918
A14	Anabolic agents for systemic use	L02	Endocrine therapy	2214	187	0.0845	0	9.048
B05	Blood substitutes and perfusion solutions	M01	Anti-inflammatory and antirheumatic products	2199	<100	 	0	0.426
R03	Drugs for obstructive airway diseases	R07	Other respiratory system products	2191	<100	 	0	5.354
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	A14	Anabolic agents for systemic use	2189	<100	 	0	2.194
B06	Other hematological agents	D01	Antifungals for dermatological use	2179	<100	 	0	2.726
A14	Anabolic agents for systemic use	M01	Anti-inflammatory and antirheumatic products	2169	<100	 	0	1.027
D04	Antipruritics, including antihistamines, anesthetics, etc.	P01	Antiprotozoals	2162	<100	 	0	0.501
A05	Bile and liver therapy	A08	Antiobesity preparations, excluding diet products	2161	198	0.0916	0	0.862
B03	Antianemic preparations	D11	Other dermatological preparations	2158	<100	 	0	3.113
A04	Antiemetics and antinauseants	B06	Other hematological agents	2145	<100	 	0	5.294
H01	Pituitary and hypothalamic hormones and analogues	R02	Throat preparations	2144	<100	 	0	0.962
R05	Cough and cold preparations	R07	Other respiratory system products	2135	188	0.0881	0	6.272
G02	Other gynecologicals	J05	Antivirals for systemic use	2128	126	0.0592	0	0.695
D05	Antipsoriatics	P03	Ectoparasiticides, including scabicides, insecticides and repellents	2116	<100	 	0	0.696
D03	Preparations for treatment of wounds and ulcers	J05	Antivirals for systemic use	2113	<100	 	0	0.497
A03	Drugs for functional gastrointestinal disorders	G02	Other gynecologicals	2108	<100	 	0	1.257
A11	Vitamins	P02	Anthelmintics	2096	136	0.0649	0	0.546
D03	Preparations for treatment of wounds and ulcers	L02	Endocrine therapy	2087	<100	 	0	1.638
B03	Antianemic preparations	C05	Vasoprotectives	2083	<100	 	0	4.361
B05	Blood substitutes and perfusion solutions	J05	Antivirals for systemic use	2083	<100	 	0	1.045
D04	Antipruritics, including antihistamines, anesthetics, etc.	M04	Antigout preparations	2071	<100	 	0	0.37
A12	Mineral supplements	V03	All other therapeutic products	2070	<100	 	0	0.634
A16	Other alimentary tract and metabolism products	L01	Antineoplastic agents	2058	<100	 	0	0.601
H01	Pituitary and hypothalamic hormones and analogues	J04	Antimycobacterials	2058	159	0.0773	0	0.807
D04	Antipruritics, including antihistamines, anesthetics, etc.	L04	Immunosuppressants	2046	<100	 	0	0.36
A04	Antiemetics and antinauseants	B02	Antihemorrhagics	2040	<100	 	0	2.017
A16	Other alimentary tract and metabolism products	D05	Antipsoriatics	2039	190	0.0932	0	3.386
D11	Other dermatological preparations	H04	Pancreatic hormones	2006	<100	 	0	0.811
A01	Stomatological preparations	D04	Antipruritics, including antihistamines, anesthetics, etc.	2005	<100	 	0	0.692
D03	Preparations for treatment of wounds and ulcers	D05	Antipsoriatics	1992	<100	 	0	3.575
A14	Anabolic agents for systemic use	H02	Corticosteroids for systemic use	1991	<100	 	0	1.468
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	G02	Other gynecologicals	1975	<100	 	0	0.527
B03	Antianemic preparations	D01	Antifungals for dermatological use	1960	<100	 	0	1.397
B06	Other hematological agents	P01	Antiprotozoals	1956	<100	 	0	2.337
A14	Anabolic agents for systemic use	D07	Corticosteroids, dermatological preparations	1948	<100	 	0	1.463
A08	Antiobesity preparations, excluding diet products	R02	Throat preparations	1947	<100	 	0	0.584
A14	Anabolic agents for systemic use	M03	Muscle relaxants	1934	<100	 	0	1.62
C05	Vasoprotectives	H04	Pancreatic hormones	1930	<100	 	0	1.132
A09	Digestives, including enzymes	L02	Endocrine therapy	1926	149	0.0774	0	1.155
A06	Drugs for constipation	B02	Antihemorrhagics	1917	379	0.1977	0	2.16
A09	Digestives, including enzymes	H01	Pituitary and hypothalamic hormones and analogues	1916	<100	 	0	5.628
B02	Antihemorrhagics	L04	Immunosuppressants	1909	200	0.1048	0	0.695
B05	Blood substitutes and perfusion solutions	P01	Antiprotozoals	1907	<100	 	0	1.574
A14	Anabolic agents for systemic use	B01	Antithrombotic agents	1901	<100	 	0	1.132
A09	Digestives, including enzymes	N07	Other nervous system drugs	1890	<100	 	0	1.348
A11	Vitamins	B06	Other hematological agents	1878	<100	 	0	2.803
A01	Stomatological preparations	D03	Preparations for treatment of wounds and ulcers	1869	<100	 	0	1.081
D09	Medicated dressings	P03	Ectoparasiticides, including scabicides, insecticides and repellents	1860	161	0.0866	0	0.555
H04	Pancreatic hormones	J02	Antimycotics for systemic use	1858	<100	 	0	1.233
B05	Blood substitutes and perfusion solutions	M05	Drugs for treatment of bone diseases	1845	<100	 	0	0.957
A16	Other alimentary tract and metabolism products	J02	Antimycotics for systemic use	1821	170	0.0934	0	2.272
B02	Antihemorrhagics	D10	Anti-acne preparations	1820	197	0.1082	0	0.748
B06	Other hematological agents	L04	Immunosuppressants	1806	<100	 	0	1.641
M05	Drugs for treatment of bone diseases	P02	Anthelmintics	1801	108	0.06	0	0.236
D03	Preparations for treatment of wounds and ulcers	J02	Antimycotics for systemic use	1800	<100	 	0	2.427
A02	Drugs for acid related disorders	V08	Contrast media	1781	122	0.0685	0	2.051
C10	Lipid modifying agents	V08	Contrast media	1781	<100	 	0	0.981
N02	Analgesics	V08	Contrast media	1766	<100	 	0	1.791
B02	Antihemorrhagics	D06	Antibiotics and chemotherapeutics for dermatological use	1763	271	0.1537	0	0.958
A06	Drugs for constipation	B05	Blood substitutes and perfusion solutions	1757	<100	 	0	3.415
A08	Antiobesity preparations, excluding diet products	H05	Calcium homeostasis	1744	<100	 	0	0.332
D08	Antiseptics and disinfectants	J04	Antimycobacterials	1738	<100	 	0	3.307
D09	Medicated dressings	R02	Throat preparations	1734	<100	 	0	0.33
A05	Bile and liver therapy	A09	Digestives, including enzymes	1727	<100	 	0	7.479
A16	Other alimentary tract and metabolism products	M04	Antigout preparations	1704	<100	 	0	0.471
C04	Peripheral vasodilators	J04	Antimycobacterials	1694	<100	 	0	1.748
N04	Anti-parkinson drugs	P02	Anthelmintics	1691	<100	 	0	0.334
B06	Other hematological agents	D11	Other dermatological preparations	1671	<100	 	0	4.232
A06	Drugs for constipation	P02	Anthelmintics	1664	258	0.155	0	0.816
B02	Antihemorrhagics	L01	Antineoplastic agents	1661	208	0.1252	0	0.647
A14	Anabolic agents for systemic use	S01	Ophthalmologicals	1656	<100	 	0	1.143
A08	Antiobesity preparations, excluding diet products	P03	Ectoparasiticides, including scabicides, insecticides and repellents	1643	184	0.112	0	0.774
B03	Antianemic preparations	L02	Endocrine therapy	1632	<100	 	0	2.248
B05	Blood substitutes and perfusion solutions	D06	Antibiotics and chemotherapeutics for dermatological use	1620	<100	 	0	1.519
A04	Antiemetics and antinauseants	D04	Antipruritics, including antihistamines, anesthetics, etc.	1617	<100	 	0	0.773
D08	Antiseptics and disinfectants	R02	Throat preparations	1617	<100	 	0	3.518
A08	Antiobesity preparations, excluding diet products	H01	Pituitary and hypothalamic hormones and analogues	1612	<100	 	0	0.436
D08	Antiseptics and disinfectants	V03	All other therapeutic products	1586	<100	 	0	1.826
A04	Antiemetics and antinauseants	B05	Blood substitutes and perfusion solutions	1571	<100	 	0	2.68
A03	Drugs for functional gastrointestinal disorders	J06	Immune sera and immunoglobulins	1570	160	0.1019	0	2.062
J04	Antimycobacterials	P03	Ectoparasiticides, including scabicides, insecticides and repellents	1563	118	0.0755	0	1.067
B05	Blood substitutes and perfusion solutions	G01	Gynecological antiinfectives and antiseptics	1561	<100	 	0	0.909
A03	Drugs for functional gastrointestinal disorders	B02	Antihemorrhagics	1557	<100	 	0	0.826
A03	Drugs for functional gastrointestinal disorders	A14	Anabolic agents for systemic use	1509	<100	 	0	3.376
A14	Anabolic agents for systemic use	C01	Cardiac therapy	1491	<100	 	0	1.656
C02	Antihypertensives	P02	Anthelmintics	1481	113	0.0763	0	0.406
A16	Other alimentary tract and metabolism products	V03	All other therapeutic products	1478	<100	 	0	3.082
B01	Antithrombotic agents	G02	Other gynecologicals	1473	101	0.0686	0	0.234
H01	Pituitary and hypothalamic hormones and analogues	H04	Pancreatic hormones	1455	<100	 	0	2.753
D05	Antipsoriatics	R02	Throat preparations	1445	<100	 	0	0.303
M04	Antigout preparations	P02	Anthelmintics	1440	<100	 	0	0.231
C09	Agents acting on the renin-angiotensin system	V08	Contrast media	1439	<100	 	0	0.905
B05	Blood substitutes and perfusion solutions	L01	Antineoplastic agents	1430	<100	 	0	0.961
D08	Antiseptics and disinfectants	D09	Medicated dressings	1421	<100	 	0	1.182
A12	Mineral supplements	C04	Peripheral vasodilators	1419	<100	 	0	1.949
A12	Mineral supplements	J04	Antimycobacterials	1417	<100	 	0	0.717
H04	Pancreatic hormones	L02	Endocrine therapy	1417	<100	 	0	0.547
D08	Antiseptics and disinfectants	H01	Pituitary and hypothalamic hormones and analogues	1416	308	0.2175	0	2.78
A02	Drugs for acid related disorders	R07	Other respiratory system products	1411	<100	 	0	2.648
M02	Topical products for joint and muscular pain	P02	Anthelmintics	1403	<100	 	0	0.378
A09	Digestives, including enzymes	J02	Antimycotics for systemic use	1401	<100	 	0	1.444
C02	Antihypertensives	D04	Antipruritics, including antihistamines, anesthetics, etc.	1391	<100	 	0	0.424
B03	Antianemic preparations	N07	Other nervous system drugs	1386	<100	 	0	2.272
B05	Blood substitutes and perfusion solutions	H01	Pituitary and hypothalamic hormones and analogues	1380	<100	 	0	11.3
B01	Antithrombotic agents	B02	Antihemorrhagics	1379	<100	 	0	0.195
B05	Blood substitutes and perfusion solutions	D01	Antifungals for dermatological use	1366	<100	 	0	1.181
H05	Calcium homeostasis	P03	Ectoparasiticides, including scabicides, insecticides and repellents	1361	<100	 	0	0.674
C04	Peripheral vasodilators	L03	Immunostimulants	1360	<100	 	0	1.002
C07	Beta blocking agents	V08	Contrast media	1358	<100	 	0	1.422
B06	Other hematological agents	N07	Other nervous system drugs	1340	<100	 	0	3.856
A01	Stomatological preparations	J06	Immune sera and immunoglobulins	1336	652	0.488	0	2.362
A01	Stomatological preparations	A09	Digestives, including enzymes	1334	<100	 	0	0.589
A14	Anabolic agents for systemic use	D11	Other dermatological preparations	1329	<100	 	0	5.687
C09	Agents acting on the renin-angiotensin system	J06	Immune sera and immunoglobulins	1324	236	0.1782	0	0.088
B02	Antihemorrhagics	M02	Topical products for joint and muscular pain	1321	126	0.0954	0	0.817
D10	Anti-acne preparations	G02	Other gynecologicals	1321	<100	 	0	0.61
A11	Vitamins	D04	Antipruritics, including antihistamines, anesthetics, etc.	1318	<100	 	0	0.381
B05	Blood substitutes and perfusion solutions	N04	Anti-parkinson drugs	1318	<100	 	0	1.032
N06	Psychoanaleptics	V08	Contrast media	1293	<100	 	0	0.686
R02	Throat preparations	V03	All other therapeutic products	1284	<100	 	0	0.338
R05	Cough and cold preparations	V08	Contrast media	1281	<100	 	0	2.31
A05	Bile and liver therapy	B05	Blood substitutes and perfusion solutions	1280	<100	 	0	15.453
D03	Preparations for treatment of wounds and ulcers	J04	Antimycobacterials	1268	<100	 	0	4.724
A12	Mineral supplements	N01	Anesthetics	1267	<100	 	0	1.126
A14	Anabolic agents for systemic use	G01	Gynecological antiinfectives and antiseptics	1253	<100	 	0	1.784
A06	Drugs for constipation	G02	Other gynecologicals	1251	<100	 	0	1.584
A14	Anabolic agents for systemic use	D01	Antifungals for dermatological use	1242	<100	 	0	2.626
C03	Diuretics	V08	Contrast media	1234	<100	 	0	0.949
C01	Cardiac therapy	G02	Other gynecologicals	1228	<100	 	0	0.363
D03	Preparations for treatment of wounds and ulcers	N01	Anesthetics	1226	<100	 	0	8.02
B05	Blood substitutes and perfusion solutions	D11	Other dermatological preparations	1219	<100	 	0	2.134
A16	Other alimentary tract and metabolism products	M02	Topical products for joint and muscular pain	1218	<100	 	0	0.565
D03	Preparations for treatment of wounds and ulcers	D10	Anti-acne preparations	1211	<100	 	0	0.403
P03	Ectoparasiticides, including scabicides, insecticides and repellents	R02	Throat preparations	1203	<100	 	0	0.939
N07	Other nervous system drugs	P02	Anthelmintics	1196	<100	 	0	0.6
D04	Antipruritics, including antihistamines, anesthetics, etc.	N07	Other nervous system drugs	1192	<100	 	0	0.665
G02	Other gynecologicals	L01	Antineoplastic agents	1190	<100	 	0	0.521
A06	Drugs for constipation	D04	Antipruritics, including antihistamines, anesthetics, etc.	1171	<100	 	0	0.638
B02	Antihemorrhagics	C01	Cardiac therapy	1165	<100	 	0	0.307
G02	Other gynecologicals	G04	Urologicals	1165	<100	 	0	0.159
D08	Antiseptics and disinfectants	N01	Anesthetics	1149	<100	 	0	3.839
A16	Other alimentary tract and metabolism products	N01	Anesthetics	1139	<100	 	0	6.895
N05	Psycholeptics	V08	Contrast media	1139	<100	 	0	1.355
A01	Stomatological preparations	B02	Antihemorrhagics	1136	192	0.169	0	0.811
D07	Corticosteroids, dermatological preparations	J06	Immune sera and immunoglobulins	1133	164	0.1447	0	0.5
D09	Medicated dressings	H04	Pancreatic hormones	1131	<100	 	0	0.906
H01	Pituitary and hypothalamic hormones and analogues	P03	Ectoparasiticides, including scabicides, insecticides and repellents	1131	311	0.275	0	0.797
C05	Vasoprotectives	D04	Antipruritics, including antihistamines, anesthetics, etc.	1130	<100	 	0	0.805
R01	Nasal preparations	R07	Other respiratory system products	1130	<100	 	0	3.433
L03	Immunostimulants	P03	Ectoparasiticides, including scabicides, insecticides and repellents	1124	<100	 	0	0.548
A12	Mineral supplements	P03	Ectoparasiticides, including scabicides, insecticides and repellents	1123	<100	 	0	1.021
B03	Antianemic preparations	J02	Antimycotics for systemic use	1119	<100	 	0	2.65
D11	Other dermatological preparations	P02	Anthelmintics	1079	<100	 	0	0.477
N01	Anesthetics	R02	Throat preparations	1079	<100	 	0	0.824
B06	Other hematological agents	H05	Calcium homeostasis	1058	<100	 	0	8.807
A14	Anabolic agents for systemic use	S02	Otologicals	1054	<100	 	0	1.378
A14	Anabolic agents for systemic use	L01	Antineoplastic agents	1049	<100	 	0	1.724
B05	Blood substitutes and perfusion solutions	D10	Anti-acne preparations	1030	<100	 	0	0.73
A16	Other alimentary tract and metabolism products	H05	Calcium homeostasis	1015	<100	 	0	2.537
J06	Immune sera and immunoglobulins	R06	Antihistamines for systemic use	1008	112	0.1111	0	0.316
B02	Antihemorrhagics	N04	Anti-parkinson drugs	981	<100	 	0	0.445
A16	Other alimentary tract and metabolism products	B03	Antianemic preparations	974	363	0.3727	0	57.766
G02	Other gynecologicals	M02	Topical products for joint and muscular pain	974	<100	 	0	0.677
J04	Antimycobacterials	P02	Anthelmintics	966	<100	 	0	1.935
B06	Other hematological agents	M02	Topical products for joint and muscular pain	965	<100	 	0	1.49
B05	Blood substitutes and perfusion solutions	C05	Vasoprotectives	957	<100	 	0	2.43
A09	Digestives, including enzymes	L03	Immunostimulants	951	<100	 	0	1.933
D08	Antiseptics and disinfectants	L03	Immunostimulants	948	<100	 	0	1.288
B02	Antihemorrhagics	L03	Immunostimulants	946	<100	 	0	3.108
A09	Digestives, including enzymes	B03	Antianemic preparations	942	<100	 	0	46.133
C01	Cardiac therapy	J06	Immune sera and immunoglobulins	941	106	0.1126	0	0.614
A09	Digestives, including enzymes	D09	Medicated dressings	924	<100	 	0	1.15
J04	Antimycobacterials	R02	Throat preparations	924	<100	 	0	0.402
A05	Bile and liver therapy	H04	Pancreatic hormones	920	<100	 	0	2.566
D03	Preparations for treatment of wounds and ulcers	L03	Immunostimulants	920	<100	 	0	2.448
B03	Antianemic preparations	B05	Blood substitutes and perfusion solutions	915	<100	 	0	124.92
J06	Immune sera and immunoglobulins	N03	Antiepileptics	898	140	0.1559	0	0.191
A08	Antiobesity preparations, excluding diet products	C04	Peripheral vasodilators	892	<100	 	0	0.635
B03	Antianemic preparations	M02	Topical products for joint and muscular pain	892	<100	 	0	0.785
B06	Other hematological agents	C05	Vasoprotectives	891	<100	 	0	3.274
B06	Other hematological agents	J02	Antimycotics for systemic use	865	<100	 	0	3.595
D10	Anti-acne preparations	J06	Immune sera and immunoglobulins	865	160	0.185	0	0.88
A16	Other alimentary tract and metabolism products	L02	Endocrine therapy	861	<100	 	0	0.625
D04	Antipruritics, including antihistamines, anesthetics, etc.	J02	Antimycotics for systemic use	853	<100	 	0	0.687
H03	Thyroid therapy	J06	Immune sera and immunoglobulins	852	232	0.2723	0	0.125
A14	Anabolic agents for systemic use	M05	Drugs for treatment of bone diseases	851	<100	 	0	1.079
L03	Immunostimulants	R02	Throat preparations	842	<100	 	0	0.261
A11	Vitamins	G02	Other gynecologicals	839	<100	 	0	0.564
H05	Calcium homeostasis	R02	Throat preparations	836	<100	 	0	0.263
B03	Antianemic preparations	D10	Anti-acne preparations	825	<100	 	0	0.482
B02	Antihemorrhagics	L02	Endocrine therapy	818	168	0.2054	0	0.793
D04	Antipruritics, including antihistamines, anesthetics, etc.	D11	Other dermatological preparations	815	<100	 	0	0.4
B06	Other hematological agents	L02	Endocrine therapy	812	<100	 	0	1.964
G02	Other gynecologicals	N04	Anti-parkinson drugs	811	<100	 	0	0.414
D03	Preparations for treatment of wounds and ulcers	H04	Pancreatic hormones	809	<100	 	0	14.533
J01	Antibacterials for systemic use	V08	Contrast media	808	<100	 	0	0.691
A09	Digestives, including enzymes	N01	Anesthetics	801	<100	 	0	4.004
A05	Bile and liver therapy	B03	Antianemic preparations	799	<100	 	0	7.951
H04	Pancreatic hormones	J04	Antimycobacterials	799	<100	 	0	1.465
D03	Preparations for treatment of wounds and ulcers	D09	Medicated dressings	789	<100	 	0	1.285
H03	Thyroid therapy	V08	Contrast media	788	<100	 	0	1.096
N01	Anesthetics	P03	Ectoparasiticides, including scabicides, insecticides and repellents	785	<100	 	0	0.941
