drug_name_A	drug_name_B	drug_name_C	drug_name_D	drug_name_E	atleast_exposure_count	exact_exposure_count	estimate_drug_cost_per_day	fraction_exact	fraction_allwindows	observe_per_expect_1s	observe_per_expect_N1
atorvastatin	dorzolamide	hydrochlorothiazide	metformin	timolol	10891	<100	8.5	 	0	1423.664	2.939
amlodipine	metformin	metoprolol	pioglitazone	rosuvastatin	10891	106	12.93	0.0097	0	129.053	1.766
atorvastatin	lisinopril	metformin	pioglitazone	acetaminophen	10889	<100	11.15	 	0	28.404	0.262
hydrocodone	lisinopril	pantoprazole	acetaminophen	thyroxine	10889	211	5.24	0.0194	0	13.121	0.364
amlodipine	hydrocodone	simvastatin	tamsulosin	acetaminophen	10888	203	6.54	0.0186	0	26.778	0.611
atorvastatin	clopidogrel	furosemide	metoprolol	omeprazole	10887	156	8.02	0.0143	0	107.496	0.756
hydrocodone	lisinopril	metformin	venlafaxine	acetaminophen	10887	121	7.35	0.0111	0	23.088	0.526
amlodipine	esomeprazole	hydrochlorothiazide	metoprolol	triamterene	10886	467	8.63	0.0429	0	38.169	0.773
glimepiride	hydrochlorothiazide	metformin	metoprolol	pravastatin	10886	187	3.62	0.0172	0	96.853	1.479
clopidogrel	furosemide	metformin	simvastatin	thyroxine	10886	<100	6.27	 	0	37.771	0.634
diltiazem	hydrochlorothiazide	metformin	metoprolol	warfarin	10885	<100	4.26	 	0	89.014	1.1
alprazolam	estradiol	hydrochlorothiazide	hydrocodone	acetaminophen	10884	<100	5.76	 	0	28.726	0.346
ezetimibe	hydrochlorothiazide	metformin	simvastatin	warfarin	10883	<100	6.68	 	0	37.86	0.727
amlodipine	hydrochlorothiazide	hydrocodone	sitagliptin	acetaminophen	10882	<100	11.48	 	0	25.425	0.707
clopidogrel	gabapentin	lisinopril	metformin	metoprolol	10882	<100	7.41	 	0	70.952	1.249
gabapentin	hydrocodone	meloxicam	simvastatin	acetaminophen	10881	305	5.63	0.028	0	85.825	0.412
atorvastatin	hydrochlorothiazide	metformin	oxycodone	acetaminophen	10881	<100	9.86	 	0	13.237	0.478
atorvastatin	clopidogrel	fenofibrate	hydrocodone	acetaminophen	10880	111	12.02	0.0102	0	85.138	1.068
clopidogrel	hydrochlorothiazide	metformin	metoprolol	acetaminophen	10879	<100	7.8	 	0	12.228	0.37
fenofibrate	furosemide	hydrocodone	metoprolol	acetaminophen	10873	<100	6.42	 	0	76.319	0.758
amlodipine	benazepril	clopidogrel	metoprolol	isosorbide	10872	352	7.53	0.0324	0	1022.764	1.969
furosemide	hydrocodone	sertraline	acetaminophen	thyroxine	10872	<100	3.81	 	0	30.385	0.511
clopidogrel	hydrochlorothiazide	losartan	metoprolol	pravastatin	10868	922	6.8	0.0848	0	90.526	2.042
amlodipine	atorvastatin	duloxetine	hydrocodone	acetaminophen	10867	156	12.41	0.0144	0	36.115	0.691
clopidogrel	hydrochlorothiazide	hydrocodone	rosuvastatin	acetaminophen	10866	<100	11.53	 	0	34.003	0.41
atenolol	hydrochlorothiazide	lisinopril	lovastatin	omeprazole	10864	1339	2.83	0.1233	0	46.335	1.424
amlodipine	exenatide	hydrochlorothiazide	metformin	metoprolol	10864	<100	13.31	 	0	121.561	2.293
amlodipine	benazepril	clonidine	metformin	metoprolol	10862	316	5.41	0.0291	0	250.124	2.605
allopurinol	clopidogrel	ezetimibe	metoprolol	simvastatin	10862	634	8.91	0.0584	0	298.125	1.241
amlodipine	clopidogrel	furosemide	lisinopril	isosorbide	10862	<100	5.71	 	0	601.864	0.843
amlodipine	atorvastatin	esomeprazole	salmeterol	fluticasone	10861	225	19.66	0.0207	0	87.472	0.947
hydrochlorothiazide	metformin	metoprolol	rosuvastatin	triamterene	10860	619	6.88	0.057	0	43.842	1.191
hydrochlorothiazide	losartan	simvastatin	sitagliptin	glyburide	10859	160	9.94	0.0147	0	308.64	3.577
fenofibrate	hydrochlorothiazide	insulin glargine	metformin	thyroxine	10859	<100	12.45	 	0	54.077	0.691
amlodipine	furosemide	metoprolol	insulin, isophane	regular insulin, human	10859	<100	NA	 	0	16904.326	3.574
hydrochlorothiazide	hydrocodone	lisinopril	omeprazole	thyroxine	10857	<100	3.69	 	0	3.216	0.394
hydrocodone	insulin glargine	metformin	sitagliptin	acetaminophen	10857	234	17.97	0.0216	0	290.297	1.989
esomeprazole	hydrocodone	simvastatin	zolpidem	acetaminophen	10854	261	10.71	0.024	0	30.222	0.34
fenofibrate	glimepiride	hydrochlorothiazide	lisinopril	sitagliptin	10853	<100	11.03	 	0	433.134	2.455
esomeprazole	hydrochlorothiazide	lisinopril	metformin	sitagliptin	10853	296	14.64	0.0273	0	47.505	0.545
hydrochlorothiazide	hydrocodone	oxycodone	simvastatin	acetaminophen	10852	<100	8.48	 	0	10.693	0.254
gabapentin	hydrocodone	acetaminophen	fluticasone	thyroxine	10851	147	8.04	0.0135	0	21.84	0.294
ezetimibe	hydrochlorothiazide	metoprolol	sertraline	simvastatin	10850	230	6.3	0.0212	0	19.912	0.45
hydrochlorothiazide	lisinopril	metoprolol	omeprazole	sertraline	10848	512	3.14	0.0472	0	9.107	0.827
hydrocodone	montelukast	acetaminophen	albuterol	ipratropium	10848	236	12.18	0.0218	0	535.124	0.74
hydrochlorothiazide	insulin glargine	metformin	metoprolol	triamterene	10847	118	10.12	0.0109	0	90.802	2.102
amlodipine	hydrochlorothiazide	metoprolol	pravastatin	triamterene	10847	1663	3.37	0.1533	0	47.859	0.969
furosemide	metformin	metoprolol	pioglitazone	glyburide	10844	104	8.36	0.0096	0	965.233	3.154
ezetimibe	furosemide	metformin	simvastatin	valsartan	10842	<100	8.54	 	0	118.064	1.596
atorvastatin	diltiazem	hydrochlorothiazide	salmeterol	fluticasone	10841	132	14.71	0.0122	0	91.844	0.942
amlodipine	hydrocodone	insulin glargine	metoprolol	acetaminophen	10841	<100	11.98	 	0	45.298	0.781
hydrochlorothiazide	hydrocodone	metoprolol	pioglitazone	acetaminophen	10841	<100	10.12	 	0	22.681	0.656
amlodipine	atorvastatin	hydrochlorothiazide	losartan	triamterene	10840	1632	5.72	0.1506	0	32.727	0.709
amlodipine	ezetimibe	lisinopril	metformin	pioglitazone	10840	<100	11.85	 	0	97.107	0.71
amlodipine	clopidogrel	furosemide	metoprolol	valsartan	10839	170	8.74	0.0157	0	165.772	1.395
amlodipine	gabapentin	hydrocodone	valsartan	acetaminophen	10839	223	8.57	0.0206	0	62.835	0.775
gabapentin	hydrocodone	simvastatin	acetaminophen	fluticasone	10839	<100	8.59	 	0	24.582	0.325
amlodipine	ezetimibe	metformin	metoprolol	glyburide	10837	<100	7.01	 	0	189.848	1.743
hydrocodone	lisinopril	montelukast	acetaminophen	fluticasone	10837	<100	9.36	 	0	14.444	0.251
atorvastatin	hydrochlorothiazide	lisinopril	meloxicam	metoprolol	10835	758	4.55	0.07	0	12.461	0.797
amlodipine	glimepiride	losartan	metformin	sitagliptin	10835	227	10.5	0.021	0	810.138	1.612
atenolol	ezetimibe	hydrochlorothiazide	hydrocodone	acetaminophen	10832	<100	7.21	 	0	23.508	0.753
fenofibrate	insulin glargine	lisinopril	metformin	sitagliptin	10832	349	18.22	0.0322	0	710.059	2.536
amlodipine	lisinopril	metoprolol	rosuvastatin	thyroxine	10831	502	6.46	0.0463	0	10.644	0.768
clopidogrel	glimepiride	metformin	simvastatin	sitagliptin	10831	177	13	0.0163	0	895.09	1.56
amlodipine	hydrochlorothiazide	insulin detemir	lisinopril	metformin	10828	317	12.43	0.0293	0	78.782	1.278
amlodipine	furosemide	lisinopril	metformin	pioglitazone	10826	<100	8.53	 	0	90.561	1.041
hydrochlorothiazide	metformin	simvastatin	zolpidem	thyroxine	10826	<100	4.36	 	0	4.55	0.469
esomeprazole	lisinopril	metformin	pioglitazone	simvastatin	10825	461	13.9	0.0426	0	60.362	0.481
hydrochlorothiazide	hydrocodone	paroxetine	triamterene	acetaminophen	10825	422	4.76	0.039	0	74.736	0.597
carvedilol	furosemide	salmeterol	fluticasone	thyroxine	10825	<100	11.57	 	0	287.107	0.583
amlodipine	lisinopril	salmeterol	fluticasone	thyroxine	10825	258	11.87	0.0238	0	16.785	0.456
atorvastatin	ezetimibe	fenofibrate	lisinopril	metformin	10824	273	10.18	0.0252	0	60.615	1.25
amlodipine	citalopram	hydrocodone	metoprolol	acetaminophen	10824	134	4.93	0.0124	0	22.002	0.498
carvedilol	furosemide	hydrocodone	acetaminophen	isosorbide	10823	<100	4.3	 	0	1140.063	2.629
clindamycin	sulfacetamide	tretinoin	benzoyl peroxide	sulfur	10822	4330	23.43	0.4001	0	22309180.238	59.527
digoxin	diltiazem	metformin	metoprolol	warfarin	10821	159	3.68	0.0147	0	1758.109	1.15
hydrocodone	venlafaxine	acetaminophen	amphetamine	dextroamphetamine	10820	1438	14.04	0.1329	0	575.733	0.631
glipizide	insulin glargine	lisinopril	pioglitazone	simvastatin	10818	287	14.7	0.0265	0	700.573	3.992
amlodipine	lisinopril	metformin	insulin, isophane	regular insulin, human	10817	360	NA	0.0333	0	4376.519	0.975
amlodipine	atorvastatin	clopidogrel	hydrocodone	metoprolol	10816	<100	9.61	 	0	30.701	0.346
atorvastatin	metoprolol	salmeterol	warfarin	fluticasone	10815	281	13.74	0.026	0	144.89	1.055
atorvastatin	fenofibrate	hydrochlorothiazide	metoprolol	sitagliptin	10814	<100	13.49	 	0	91.793	1.488
montelukast	simvastatin	albuterol	fluticasone	thyroxine	10813	136	9.59	0.0126	0	22.545	0.5
clopidogrel	fenofibrate	metformin	metoprolol	isosorbide	10811	<100	8.83	 	0	1126.338	2.866
metformin	simvastatin	albuterol	fluticasone	ipratropium	10811	<100	11.7	 	0	229.087	0.811
atorvastatin	hydrochlorothiazide	insulin detemir	lisinopril	metformin	10808	602	13.77	0.0557	0	79.481	1.29
hydrochlorothiazide	metformin	montelukast	valsartan	fluticasone	10807	<100	11.25	 	0	25.163	0.93
atorvastatin	esomeprazole	salmeterol	fluticasone	tiotropium	10807	226	25.01	0.0209	0	1014.88	0.852
atorvastatin	hydrochlorothiazide	lisinopril	omeprazole	sertraline	10805	901	5.03	0.0834	0	8.809	0.934
hydrochlorothiazide	lisinopril	omeprazole	rosuvastatin	thyroxine	10805	1038	6.35	0.0961	0	7.477	0.828
amlodipine	insulin glargine	lisinopril	metformin	glyburide	10805	307	10.49	0.0284	0	241.518	0.838
alprazolam	caffeine	codeine	aspirin	butalbital	10804	2546	10.01	0.2357	0	697800.781	1.543
amlodipine	benazepril	clopidogrel	metoprolol	thyroxine	10804	418	7.48	0.0387	0	56.871	0.45
furosemide	hydrocodone	metoprolol	sertraline	acetaminophen	10804	151	4.13	0.014	0	46.945	0.466
atorvastatin	fenofibrate	furosemide	metformin	metoprolol	10803	<100	7.28	 	0	82.827	1.635
allopurinol	atorvastatin	furosemide	metoprolol	thyroxine	10803	147	3.75	0.0136	0	78.281	0.843
hydrochlorothiazide	hydrocodone	lisinopril	nifedipine	acetaminophen	10799	1055	5.13	0.0977	0	30.244	0.684
glimepiride	lisinopril	metformin	omeprazole	sitagliptin	10799	519	9.45	0.0481	0	380.827	0.692
hydrocodone	lorazepam	metoprolol	acetaminophen	thyroxine	10799	167	4.35	0.0155	0	25.424	0.418
atorvastatin	insulin glargine	lisinopril	metoprolol	insulin, aspart, human	10798	642	NA	0.0595	0	368.788	1.172
amlodipine	lisinopril	metoprolol	oxycodone	acetaminophen	10798	386	7.43	0.0357	0	17.897	0.478
amlodipine	carvedilol	lisinopril	metformin	sitagliptin	10797	136	10.23	0.0126	0	166.898	1.543
fexofenadine	hydrochlorothiazide	salmeterol	simvastatin	fluticasone	10797	<100	13.57	 	0	56.075	0.744
citalopram	lisinopril	metoprolol	simvastatin	thyroxine	10796	454	2.33	0.0421	0	8.073	0.883
glipizide	hydrochlorothiazide	hydrocodone	pioglitazone	acetaminophen	10796	<100	9.9	 	0	117.072	2.545
citalopram	hydrochlorothiazide	lisinopril	metformin	omeprazole	10796	393	3.37	0.0364	0	11.856	0.785
hydrochlorothiazide	metformin	albuterol	fluticasone	ipratropium	10796	<100	11.63	 	0	154.502	0.702
lisinopril	metoprolol	pantoprazole	simvastatin	thyroxine	10794	367	3.93	0.034	0	10.48	0.743
ergocalciferol	hydrochlorothiazide	hydrocodone	lisinopril	acetaminophen	10793	595	4.04	0.0551	0	18.033	0.408
escitalopram	hydrocodone	salmeterol	acetaminophen	fluticasone	10793	404	15.43	0.0374	0	89.088	0.317
amlodipine	atorvastatin	bupropion	hydrochlorothiazide	metformin	10789	<100	7.72	 	0	11.108	0.388
hydrochlorothiazide	losartan	omeprazole	simvastatin	fluticasone	10789	789	6.91	0.0731	0	11.227	0.597
atorvastatin	ezetimibe	lisinopril	metformin	thyroxine	10788	342	7.65	0.0317	0	12.018	0.822
losartan	metoprolol	salmeterol	simvastatin	fluticasone	10788	231	12.65	0.0214	0	59.841	1.004
hydrochlorothiazide	simvastatin	triamterene	estrogens, conjugated (usp)	thyroxine	10788	899	NA	0.0833	0	36.129	1.086
amlodipine	hydrochlorothiazide	metoprolol	simvastatin	terazosin	10787	164	3.79	0.0152	0	57.456	2.98
clopidogrel	ezetimibe	hydrochlorothiazide	metformin	valsartan	10787	<100	12.18	 	0	91.073	1.574
atorvastatin	ezetimibe	metformin	metoprolol	pioglitazone	10787	245	13.61	0.0227	0	143.201	1.094
alprazolam	salmeterol	simvastatin	albuterol	fluticasone	10787	166	13.49	0.0154	0	131.652	0.395
amlodipine	furosemide	hydrochlorothiazide	insulin glargine	metformin	10786	<100	10.58	 	0	65.887	0.712
hydrochlorothiazide	insulin glargine	metoprolol	simvastatin	insulin, aspart, human	10785	<100	NA	 	0	197.298	0.743
hydrocodone	lisinopril	omeprazole	warfarin	acetaminophen	10785	139	4.39	0.0129	0	31.172	0.546
furosemide	hydrocodone	pantoprazole	acetaminophen	thyroxine	10785	<100	5.13	 	0	50.594	0.506
montelukast	salmeterol	sertraline	fluticasone	thyroxine	10784	804	14.02	0.0746	0	108.788	0.562
ezetimibe	fenofibrate	metformin	simvastatin	omega-3 acid ethyl esters (usp)	10783	311	NA	0.0288	0	750.037	4.51
atorvastatin	metformin	omeprazole	salmeterol	fluticasone	10781	<100	14.74	 	0	53.867	0.91
hydrochlorothiazide	lisinopril	meloxicam	metformin	acetaminophen	10779	<100	3.92	 	0	10.581	0.667
furosemide	lisinopril	salmeterol	fluticasone	ipratropium	10779	<100	14.75	 	0	988.164	0.631
diltiazem	furosemide	metformin	metoprolol	warfarin	10778	<100	3.57	 	0	478.108	0.956
clopidogrel	hydrocodone	metoprolol	tamsulosin	acetaminophen	10777	<100	8.94	 	0	116.016	1.071
amlodipine	hydrochlorothiazide	hydrocodone	metoprolol	valsartan	10776	<100	7.04	 	0	10.945	0.268
atenolol	atorvastatin	glimepiride	hydrochlorothiazide	lisinopril	10775	244	4.2	0.0226	0	40.535	1.841
fenofibrate	hydrochlorothiazide	pioglitazone	simvastatin	sitagliptin	10775	<100	17.05	 	0	356.869	2.301
ezetimibe	metformin	omeprazole	simvastatin	glyburide	10775	243	6.97	0.0226	0	196.821	0.921
enalapril	hydrochlorothiazide	hydrocodone	simvastatin	acetaminophen	10774	566	4.81	0.0525	0	21.619	0.712
benazepril	fenofibrate	hydrochlorothiazide	metoprolol	simvastatin	10772	364	6.67	0.0338	0	34.53	2.117
hydrochlorothiazide	hydrocodone	montelukast	triamterene	acetaminophen	10772	160	6.82	0.0149	0	32.1	0.256
clopidogrel	hydrochlorothiazide	metformin	omeprazole	simvastatin	10771	<100	7.56	 	0	14.806	0.768
furosemide	glipizide	metformin	metoprolol	thyroxine	10770	<100	2.64	 	0	87.671	0.634
amlodipine	atenolol	gabapentin	hydrocodone	acetaminophen	10769	107	5.75	0.0099	0	55.021	0.679
hydrochlorothiazide	metformin	metoprolol	oxycodone	acetaminophen	10769	<100	7.97	 	0	13.49	0.481
amlodipine	insulin glargine	lisinopril	metformin	thyroxine	10767	161	10.21	0.015	0	22.2	0.494
atorvastatin	clopidogrel	furosemide	hydrochlorothiazide	metoprolol	10765	<100	7.9	 	0	37.641	0.265
amlodipine	atorvastatin	hydrocodone	pantoprazole	acetaminophen	10765	182	8.42	0.0169	0	27.59	0.679
exenatide	hydrochlorothiazide	insulin glargine	metformin	simvastatin	10765	<100	19.68	 	0	483.346	2.158
fenofibrate	lisinopril	metformin	sitagliptin	glyburide	10765	926	11.49	0.086	0	925.028	1.91
fenofibrate	hydrochlorothiazide	lisinopril	salmeterol	fluticasone	10763	479	14.01	0.0445	0	42.743	0.771
hydrocodone	metformin	pravastatin	acetaminophen	thyroxine	10763	144	4.83	0.0134	0	16.908	0.403
cyclobenzaprine	hydrocodone	ibuprofen	methylprednisolone	acetaminophen	10762	5083	6.08	0.4723	0	1015.511	2.04
atorvastatin	hydrochlorothiazide	lisinopril	insulin, isophane	regular insulin, human	10762	857	NA	0.0796	0	2129.105	1.591
diltiazem	hydrochlorothiazide	salmeterol	fluticasone	thyroxine	10761	<100	12.5	 	0	60.383	0.62
hydrocodone	metoprolol	pioglitazone	simvastatin	acetaminophen	10759	<100	10.19	 	0	33.329	0.775
escitalopram	amphetamine	dextroamphetamine	ethinyl estradiol	norethindrone	10758	5331	13.26	0.4955	0	802.917	1.451
amlodipine	hydrochlorothiazide	insulin glargine	metoprolol	thyroxine	10758	<100	10.28	 	0	15.733	0.599
hydrochlorothiazide	irbesartan	montelukast	salmeterol	fluticasone	10758	832	16.12	0.0773	0	357.281	1.95
omeprazole	prednisone	salmeterol	albuterol	fluticasone	10758	667	13.46	0.062	0	383.107	0.333
exenatide	hydrochlorothiazide	metformin	pioglitazone	valsartan	10757	455	20.32	0.0423	0	1417.256	3.018
atorvastatin	gabapentin	hydrochlorothiazide	metformin	thyroxine	10756	<100	6.38	 	0	10.314	0.708
amlodipine	metformin	metoprolol	pantoprazole	simvastatin	10755	<100	5.73	 	0	23.14	1.015
ezetimibe	losartan	metformin	simvastatin	glyburide	10754	768	7.05	0.0714	0	295.658	1.383
escitalopram	ezetimibe	hydrocodone	simvastatin	acetaminophen	10751	384	9.59	0.0357	0	45.183	0.48
gabapentin	hydrochlorothiazide	losartan	metformin	metoprolol	10749	157	5.17	0.0146	0	34.329	1.078
glimepiride	hydrochlorothiazide	metformin	omeprazole	thyroxine	10749	<100	3.68	 	0	28.797	0.676
carisoprodol	hydrocodone	metformin	simvastatin	acetaminophen	10749	173	5.67	0.0161	0	85.986	0.757
amlodipine	benazepril	ezetimibe	metformin	thyroxine	10748	<100	7.6	 	0	53.401	0.785
alprazolam	hydrocodone	omeprazole	sertraline	acetaminophen	10748	683	4.7	0.0635	0	54.054	0.588
amlodipine	lisinopril	metformin	metoprolol	triamterene	10746	<100	3.4	 	0	22.64	1.142
atorvastatin	lisinopril	metformin	metoprolol	triamterene	10746	<100	4.74	 	0	22.883	0.906
hydrocodone	metoprolol	simvastatin	triamterene	acetaminophen	10746	<100	4.53	 	0	22.261	0.59
hydrochlorothiazide	simvastatin	triamterene	zolpidem	thyroxine	10746	551	3.41	0.0513	0	15.605	0.558
amlodipine	esomeprazole	hydrochlorothiazide	losartan	metoprolol	10745	763	9.43	0.071	0	22.419	0.641
clopidogrel	hydrochlorothiazide	lisinopril	metformin	isosorbide	10744	<100	6.36	 	0	115.575	0.759
celecoxib	montelukast	salmeterol	albuterol	fluticasone	10744	384	20.21	0.0357	0	1078.471	0.687
allopurinol	atorvastatin	hydrocodone	lisinopril	acetaminophen	10743	284	5.72	0.0264	0	27.966	0.632
alprazolam	estradiol	hydrocodone	acetaminophen	thyroxine	10743	531	5.28	0.0494	0	37.258	0.449
ezetimibe	hydrochlorothiazide	simvastatin	valsartan	zolpidem	10743	897	9.3	0.0835	0	42.688	0.498
caffeine	codeine	simvastatin	acetaminophen	butalbital	10742	336	8.05	0.0313	0	7540.338	0.21
hydrochlorothiazide	lisinopril	metoprolol	simvastatin	spironolactone	10741	848	3.02	0.0789	0	15.621	0.913
hydrochlorothiazide	losartan	metformin	montelukast	fluticasone	10741	<100	9.27	 	0	24.043	0.98
amlodipine	hydrocodone	metformin	acetaminophen	olmesartan	10741	124	8.1	0.0115	0	35.378	0.633
dorzolamide	hydrochlorothiazide	latanoprost	metoprolol	timolol	10738	216	7.06	0.0201	0	15845.159	1.711
azithromycin	codeine	promethazine	ethinyl estradiol	norethindrone	10737	5143	9.19	0.479	0	1151.776	8.66
lisinopril	metoprolol	simvastatin	isosorbide	thyroxine	10737	349	2.42	0.0325	0	35.666	0.536
amlodipine	hydrochlorothiazide	lisinopril	zolpidem	acetaminophen	10736	<100	4.82	 	0	5.135	0.518
fluoxetine	hydrocodone	salmeterol	acetaminophen	fluticasone	10736	354	13.62	0.033	0	105.938	0.377
montelukast	salmeterol	simvastatin	acetaminophen	fluticasone	10736	<100	15.4	 	0	49.945	0.279
atorvastatin	hydrochlorothiazide	metoprolol	ramipril	thyroxine	10735	768	5.2	0.0715	0	17.966	0.86
ezetimibe	hydrocodone	lisinopril	acetaminophen	thyroxine	10735	<100	6.79	 	0	10.948	0.4
alprazolam	atorvastatin	esomeprazole	hydrocodone	acetaminophen	10734	272	11.55	0.0253	0	44.458	0.432
citalopram	furosemide	hydrocodone	acetaminophen	thyroxine	10734	109	3.53	0.0102	0	38.785	0.622
ezetimibe	hydrochlorothiazide	metformin	metoprolol	ramipril	10733	<100	6.93	 	0	82.739	1.069
amlodipine	gabapentin	hydrochlorothiazide	metformin	thyroxine	10733	<100	5.04	 	0	10.183	0.61
amlodipine	hydrochlorothiazide	metformin	metoprolol	omega-3 acid ethyl esters (usp)	10732	<100	NA	 	0	52.684	1.798
amlodipine	furosemide	hydrochlorothiazide	valsartan	thyroxine	10730	308	5.4	0.0287	0	16.95	0.776
atorvastatin	fluoxetine	hydrochlorothiazide	lisinopril	thyroxine	10729	1117	4.53	0.1041	0	6.063	0.881
furosemide	prednisone	salmeterol	fluticasone	tiotropium	10729	144	17.11	0.0134	0	3994.018	1.463
clopidogrel	furosemide	lisinopril	salmeterol	fluticasone	10726	<100	14.29	 	0	217.821	0.715
hydrochlorothiazide	hydrocodone	losartan	pantoprazole	acetaminophen	10724	595	6.5	0.0555	0	29.997	0.569
digoxin	hydrochlorothiazide	metformin	simvastatin	warfarin	10724	<100	3.47	 	0	127.595	0.733
glipizide	hydrocodone	lisinopril	acetaminophen	thyroxine	10723	<100	3.78	 	0	19.934	0.371
diltiazem	hydrochlorothiazide	metformin	simvastatin	glyburide	10723	152	4.66	0.0142	0	118.179	1.257
hydrochlorothiazide	lisinopril	omeprazole	zolpidem	acetaminophen	10723	<100	4.55	 	0	7.378	0.744
hydrochlorothiazide	hydrocodone	pantoprazole	zolpidem	acetaminophen	10723	<100	6.72	 	0	28.875	0.319
hydrocodone	lisinopril	paroxetine	simvastatin	acetaminophen	10723	278	4.85	0.0259	0	21.385	0.626
hydrochlorothiazide	insulin glargine	metoprolol	simvastatin	thyroxine	10721	<100	9.96	 	0	11.828	0.654
gabapentin	hydrocodone	trazodone	acetaminophen	thyroxine	10721	142	4.94	0.0132	0	92.429	0.382
amlodipine	amoxicillin	benazepril	hydrocodone	acetaminophen	10719	3115	7.21	0.2906	0	39.685	0.251
fenofibrate	hydrochlorothiazide	metformin	omeprazole	thyroxine	10719	<100	6.04	 	0	13.87	0.713
metoprolol	salmeterol	simvastatin	fluticasone	ipratropium	10719	<100	15.93	 	0	393.274	0.94
amlodipine	atorvastatin	metoprolol	pantoprazole	thyroxine	10718	252	6.56	0.0235	0	19.641	0.783
atorvastatin	fexofenadine	montelukast	salmeterol	fluticasone	10717	454	17.43	0.0424	0	324.501	0.435
lisinopril	metformin	salmeterol	simvastatin	albuterol	10716	<100	11.14	 	0	36.171	1.12
amlodipine	benazepril	furosemide	metformin	thyroxine	10714	224	4.28	0.0209	0	49.708	0.617
diltiazem	furosemide	hydrocodone	acetaminophen	thyroxine	10714	<100	4.49	 	0	72.473	0.54
amlodipine	hydrochlorothiazide	lovastatin	metoprolol	thyroxine	10710	318	3.68	0.0297	0	15.7	0.953
hydrocodone	metformin	pioglitazone	zolpidem	acetaminophen	10710	106	11.05	0.0099	0	92.761	0.716
amlodipine	hydrochlorothiazide	losartan	fluticasone	thyroxine	10709	430	6.63	0.0402	0	6.874	0.46
amlodipine	hydrochlorothiazide	triamterene	fluticasone	thyroxine	10709	505	5.83	0.0472	0	11.552	0.441
hydrocodone	lisinopril	lorazepam	zolpidem	acetaminophen	10707	339	4.83	0.0317	0	53.532	0.289
diltiazem	metformin	metoprolol	simvastatin	warfarin	10706	203	4.33	0.019	0	129.634	1.575
amlodipine	lisinopril	metoprolol	omeprazole	pravastatin	10703	509	3.51	0.0476	0	26.015	1.358
atorvastatin	estradiol	hydrochlorothiazide	lisinopril	thyroxine	10702	1093	5.61	0.1021	0	6.017	0.874
amlodipine	clopidogrel	hydrochlorothiazide	metoprolol	sitagliptin	10702	<100	13.12	 	0	84.728	1.096
atorvastatin	escitalopram	hydrochlorothiazide	hydrocodone	acetaminophen	10701	<100	8.62	 	0	10.373	0.451
atorvastatin	glimepiride	metformin	metoprolol	valsartan	10701	212	7.79	0.0198	0	138.435	1.568
glimepiride	hydrochlorothiazide	metformin	omeprazole	pioglitazone	10701	<100	9.22	 	0	233.014	0.668
atorvastatin	exenatide	hydrochlorothiazide	metformin	metoprolol	10700	<100	14.65	 	0	121.011	2.025
amlodipine	insulin glargine	metformin	metoprolol	pioglitazone	10700	<100	16.17	 	0	262.908	1.625
clopidogrel	hydrocodone	metformin	metoprolol	simvastatin	10700	<100	7.91	 	0	23.871	0.38
hydrochlorothiazide	hydrocodone	metformin	naproxen	acetaminophen	10700	<100	6.2	 	0	20.891	0.544
amlodipine	metoprolol	oxycodone	simvastatin	acetaminophen	10700	229	8.08	0.0214	0	18.846	0.504
lisinopril	pravastatin	salmeterol	albuterol	fluticasone	10700	336	12.98	0.0314	0	163.194	0.742
furosemide	glipizide	hydrocodone	metoprolol	acetaminophen	10699	<100	3.99	 	0	120.381	1.098
fluoxetine	hydrocodone	lisinopril	omeprazole	acetaminophen	10699	225	4.62	0.021	0	24.588	0.53
atorvastatin	finasteride	hydrochlorothiazide	lisinopril	tamsulosin	10698	1148	6.33	0.1073	0	155.822	1.887
fenofibrate	hydrochlorothiazide	metoprolol	rosuvastatin	thyroxine	10696	138	8.7	0.0129	0	25.387	0.841
amlodipine	hydrochlorothiazide	hydrocodone	lisinopril	omeprazole	10696	<100	4.56	 	0	4.733	0.484
amlodipine	glipizide	losartan	metformin	sitagliptin	10694	326	10.43	0.0305	0	619.104	1.736
atorvastatin	clopidogrel	montelukast	salmeterol	fluticasone	10694	188	19.49	0.0176	0	248.037	1.298
esomeprazole	metformin	montelukast	salmeterol	fluticasone	10694	105	20.09	0.0098	0	198.928	0.447
atorvastatin	esomeprazole	salmeterol	fluticasone	thyroxine	10694	285	18.79	0.0267	0	57.658	0.624
digoxin	salmeterol	warfarin	albuterol	fluticasone	10694	<100	12.87	 	0	2953.769	8.855
amlodipine	esomeprazole	hydrochlorothiazide	metoprolol	rosuvastatin	10693	<100	12.52	 	0	27.511	1.333
amlodipine	clopidogrel	hydrochlorothiazide	lisinopril	omeprazole	10692	<100	6.95	 	0	13.133	0.873
hydrocodone	metoprolol	acetaminophen	isosorbide	thyroxine	10692	<100	4.15	 	0	64.629	0.436
ezetimibe	hydrochlorothiazide	oxycodone	simvastatin	acetaminophen	10691	<100	10.48	 	0	27.278	0.395
fenofibrate	glipizide	metformin	metoprolol	sitagliptin	10690	<100	11.73	 	0	1001.113	2.104
fenofibrate	insulin glargine	lisinopril	metformin	pioglitazone	10689	366	17.41	0.0342	0	602.841	2.385
